,index,Country,Region,Rating,Nratings,Label,Winery,Price,Wine_Variety
565,565,France,Saint-Julien,4.2,52,Saint-Julien 1992,Clos du Marquis,"167,971","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
566,566,United States,Sonoma County,4.2,52,Sonoma Zinfandel 2004,Seghesio,"44,713",['Zinfandel']
567,567,United States,Rutherford,4.2,51,Zinfandel 2004,Niebaum Coppola,"48,972",['Zinfandel']
568,568,France,Saint-Julien,4.2,49,Saint-Julien (Grand Cru Classé) 1967,Château Beychevelle,"297,376","['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']"
569,569,France,Saint-Julien,4.2,48,Saint-Julien (Grand Cru Classé) 1971,Château Ducru-Beaucaillou,"261,288","['Merlot', 'Cabernet Sauvignon']"
570,570,Italy,Montepulciano d'Abruzzo,4.2,47,Cagiòlo Montepulciano d'Abruzzo Riserva 2015,Cantina Tollo,"61,747",['Montepulciano']
571,571,Italy,Barbera d'Asti,4.2,47,Stradivario Barbera d'Asti Superiore 1997,Bava,"138,398",['Barbera']
572,572,New Zealand,Waiheke Island,4.2,45,Larose Red Blend 2021,Stonyridge Vineyard,"296,658","['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot']"
573,573,France,Margaux,4.2,44,Pavillon Rouge du Château Margaux 1984,Château Margaux,"306,080","['Cabernet Sauvignon', 'Merlot']"
574,574,France,Cornas,4.2,42,Les Eygats Cornas 2010,Domaine Courbis,"209,030",['Shiraz/Syrah']
575,575,France,Hermitage,4.2,42,Ermitage Les Greffieux 2014,M. Chapoutier,"186,634",['Shiraz/Syrah']
576,576,New Zealand,Central Otago,4.2,42,Calvert Pinot Noir 2022,Felton Road,"110,182",['Pinot Noir']
577,577,France,Saint-Émilion Grand Cru,4.2,41,Le Petit Cheval Saint-Émilion Grand Cru 1994,Château Cheval Blanc,"246,357","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
578,578,France,Côte-Rôtie,4.2,41,Maison Rouge Côte-Rôtie 2005,Domaine Georges Vernay,"328,476",['Shiraz/Syrah']
579,579,France,Cornas,4.2,40,Cornas 1998,Auguste Clape,"292,389",['Shiraz/Syrah']
580,580,New Zealand,Waiheke Island,4.2,40,Kulta Totto 2018,Man O' War,"139,849",['Shiraz/Syrah']
581,581,New Zealand,Central Otago,4.2,40,School House Pinot Noir 2021,Gibbston Valley,"63,563",['Pinot Noir']
582,582,New Zealand,Waipara,4.2,39,Prima Donna Pinot Noir 2019,Pegasus Bay,"97,468",['Pinot Noir']
583,583,New Zealand,Central Otago,4.2,39,The Art Pinot Noir 2021,Rockburn,"93,230",['Pinot Noir']
584,584,New Zealand,Nelson,4.2,39,Moutere Pinot Noir 2020,Neudorf Vineyards,"63,563",['Pinot Noir']
585,585,France,Cornas,4.2,37,Cornas 1996,Auguste Clape,"311,052",['Shiraz/Syrah']
586,586,France,Saint-Julien,4.2,36,Saint-Julien (Grand Cru Classé) 1967,Château Léoville Las Cases,"358,338","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
587,587,New Zealand,Waiheke Island,4.2,35,Reserve Syrah 2020,Mudbrick Vineyard,"63,563",['Shiraz/Syrah']
588,588,France,Graves,4.2,35,Graves 1976,Domaine de la Passion Haut Brion,"164,238","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
589,589,Australia,Adelaide Hills,4.2,35,Shiraz 2005,Shaw + Smith,"61,747",['Shiraz/Syrah']
590,590,France,Saint-Estèphe,4.2,35,Saint-Estèphe 2002,Château Petit Bocq,"78,780","['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']"
591,591,New Zealand,Gimblett Gravels,4.2,33,Elspeth Cabernet Franc 2016,Mills Reef,"42,372",['Cabernet Franc']
592,592,South Africa,Stellenbosch,4.2,32,Private Collection Cabernet Sauvignon 2003,Saxenburg,"42,584",['Cabernet Sauvignon']
593,593,Italy,Bolgheri,4.2,32,Tenuta Guado al Tasso Cont'Ugo Bolgheri 2022,Antinori,"64,128",['Merlot']
594,594,France,Saint-Émilion Grand Cru,4.2,31,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1984,Château Pavie,"462,853","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
595,595,Australia,Barossa Valley,4.2,29,Project D Shiraz 2017,Ubertas,"89,426",['Shiraz/Syrah']
596,596,New Zealand,Waiheke Island,4.2,29,Destinae 2015,Destiny Bay Vineyards,"190,706","['Merlot', 'Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Malbec']"
597,597,France,Bourgogne,4.2,29,Bourgogne Pinot Noir 2009,Caroline Parent,"51,101",['Pinot Noir']
598,598,New Zealand,Central Otago,4.2,28,Bannockburn Vineyard Pinot Noir 2022,Valli,"72,039",['Pinot Noir']
599,599,New Zealand,Waiheke Island,4.2,25,Reserve Syrah 2019,Passage Rock,"63,563",['Shiraz/Syrah']
600,600,Italy,Barolo,4.2,25,Barolo Cannubi 2001,Michele Chiarlo,"140,527",['Nebbiolo']
601,601,France,Pauillac,4.1,32050,Pauillac (Grand Cru Classé) 1972,Château d'Armailhac,"273,725","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
602,602,France,Pauillac,4.1,32050,Pauillac (Grand Cru Classé) 1988,Château d'Armailhac,"111,981","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
603,603,France,Pauillac,4.1,32050,Pauillac (Grand Cru Classé) 1975,Château d'Armailhac,"155,534","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
604,604,France,Saint-Émilion Grand Cru,4.1,22581,Saint-Émilion Grand Cru (Grand Cru Classé) 1967,Château Fombrauge,"186,634","['Cabernet Franc', 'Merlot']"
605,605,France,Saint-Estèphe,4.1,22028,Saint-Estèphe (Grand Cru Classé) 1979,Château Lafon-Rochet,"105,754","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
606,606,France,Pauillac,4.1,20017,Pauillac (Grand Cru Classé) 1987,Château Lynch-Moussas,"155,534","['Merlot', 'Cabernet Sauvignon']"
607,607,Chile,Maipo Valley,4.1,16453,Carmenère Limited Edition 2005,Perez Cruz,"33,641",['Carménère']
608,608,Italy,Verona,4.1,14816,Tenuta Valleselle Ripa Magna Corvina 2006,Tinazzi,"53,230",['Corvina']
609,609,France,Pauillac,4.1,14174,Pauillac (Grand Cru Classé) 1972,Château Haut-Batailley,"226,455","['Merlot', 'Cabernet Sauvignon']"
610,610,Italy,Rubicone,4.1,13256,Liano Sangiovese - Cabernet Sauvignon 2002,Umberto Cesari,"55,359","['Cabernet Sauvignon', 'Sangiovese']"
611,611,France,Saint-Émilion Grand Cru,4.1,11633,Saint-Émilion Grand Cru (Grand Cru Classé) 1978,Château La Dominique,"99,543","['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon']"
612,612,France,Pomerol,4.1,10811,Pomerol 1970,Château La Pointe,"242,625","['Cabernet Franc', 'Merlot']"
613,613,France,Pomerol,4.1,10398,Pomerol 1976,Château Nénin,"167,971","['Cabernet Franc', 'Merlot']"
614,614,France,Pomerol,4.1,10398,Pomerol 1967,Château Nénin,"111,981","['Cabernet Franc', 'Merlot']"
615,615,France,Pomerol,4.1,10398,Pomerol 1980,Château Nénin,"180,408","['Cabernet Franc', 'Merlot']"
616,616,United States,California,4.1,10350,Cabernet Sauvignon Aged in Bourbon Barrels 2016,Vint by Robert Mondavi Private Selection,"42,584",['Cabernet Sauvignon']
617,617,United States,Red Hills Lake County,4.1,9815,Estate Grown Cabernet Sauvignon 2020,Obsidian Ridge,"33,896",['Cabernet Sauvignon']
618,618,France,Saint-Julien,4.1,9341,Amiral de Beychevelle Saint-Julien 1983,Château Beychevelle,"149,307","['Cabernet Sauvignon', 'Merlot']"
619,619,France,Pomerol,4.1,8022,Pomerol 1981,Clos Rene,"118,207","['Malbec', 'Cabernet Franc']"
620,620,Argentina,Mendoza,4.1,7150,Cabernet - Malbec 2015,Rutini,"58,766","['Cabernet Sauvignon', 'Malbec']"
621,621,France,Saint-Émilion Grand Cru,4.1,6427,Saint-Émilion Grand Cru (Grand Cru Classé) 1991,Château Yon-Figeac,"118,207","['Merlot', 'Petit Verdot', 'Cabernet Franc']"
622,622,France,Saint-Émilion Grand Cru,4.1,6066,Saint-Émilion Grand Cru (Grand Cru Classé) 1975,Château La Tour Figeac,"167,971","['Cabernet Franc', 'Merlot']"
623,623,New Zealand,Central Otago,4.1,5469,Pinot Noir 2022,Amisfield,"55,087",['Pinot Noir']
624,624,United States,Alexander Valley,4.1,5181,Cabernet Sauvignon 2002,Stonestreet,"76,651",['Cabernet Sauvignon']
625,625,France,Pomerol,4.1,5065,Pomerol 1976,Château La Croix de Gay,"118,207","['Cabernet Franc', 'Merlot']"
626,626,France,Pomerol,4.1,5065,Pomerol 1978,Château La Croix de Gay,"123,179","['Cabernet Franc', 'Merlot']"
627,627,France,Pomerol,4.1,5065,Pomerol 1979,Château La Croix de Gay,"118,207","['Cabernet Franc', 'Merlot']"
628,628,France,Saint-Émilion Grand Cru,4.1,4937,Saint-Émilion Grand Cru (Grand Cru Classé) 1983,Château Jean Faure,"111,981","['Cabernet Franc', 'Malbec', 'Merlot']"
629,629,Italy,Barolo,4.1,4721,Barolo 2002,Mirafiore,"89,426",['Nebbiolo']
630,630,United States,Napa Valley,4.1,4719,Cabernet Sauvignon 2018,Robert Mondavi Winery,"103,479","['Cabernet Sauvignon', 'Merlot']"
631,631,United States,Napa Valley,4.1,4318,Napa Valley Cabernet Sauvignon 2014,Louis M. Martini,"93,685",['Cabernet Sauvignon']
632,632,Australia,South Australia,4.1,3894,Bin 28 Shiraz 2018,Penfolds,"80,909",['Shiraz/Syrah']
633,633,Australia,McLaren Vale,4.1,3738,The Boxer Shiraz 2016,Mollydooker,"68,134",['Shiraz/Syrah']
634,634,Argentina,Vista Flores,4.1,3355,Gran Corte 2020,Flechas de los Andes,"37,474","['Shiraz/Syrah', 'Malbec', 'Merlot']"
635,635,New Zealand,Central Otago,4.1,3285,Pinot Noir 2022,Peregrine,"46,611",['Pinot Noir']
636,636,Australia,South Australia,4.1,3097,Bin 28 Shiraz 2017,Penfolds,"136,269",['Shiraz/Syrah']
637,637,New Zealand,Central Otago,4.1,3058,Pinot Noir 2023,Rockburn,"41,525",['Pinot Noir']
638,638,Argentina,Uco Valley,4.1,2681,Numina Syrah 2003,Salentein,"41,732",['Shiraz/Syrah']
639,639,Argentina,Mendoza,4.1,2634,Malbec 2013,Rutini,"71,541",['Malbec']
640,640,United States,Napa Valley,4.1,2566,Merlot 2014,Stags' Leap,"97,943",['Merlot']
641,641,Italy,Salento,4.1,2452,Primitivo Salento Artas 2002,Castello Monaci,"76,651",['Primitivo']
642,642,Chile,Maipo Valley,4.1,2301,Calicanto 2015,El Principal,"53,230","['Cabernet Sauvignon', 'Carménère']"
643,643,Italy,Montepulciano d'Abruzzo,4.1,2285,Montepulciano d'Abruzzo Riserva 2013,Marina Cvetić,"70,263",['Montepulciano']
644,644,Australia,Barossa Valley,4.1,2253,Grand Barossa Shiraz 2018,Château Tanunda,"41,732",['Shiraz/Syrah']
645,645,France,Saint-Julien,4.1,2223,Saint-Julien (Grand Cru Classé) 2015,Château Lagrange,"104,515",['Cabernet Sauvignon']
646,646,France,Haut-Médoc,4.1,2033,Haut-Médoc 2010,Château Sociando-Mallet,"74,654","['Cabernet Sauvignon', 'Cabernet Franc']"
647,647,France,Saint-Joseph,4.1,1850,Le Passage Saint-Joseph 2010,Michel & Stéphane Ogier,"45,139",['Shiraz/Syrah']
648,648,Argentina,San Juan,4.1,1847,Grand Blend 2004,Callia,"76,651","['Shiraz/Syrah', 'Malbec', 'Tannat']"
649,649,France,Pauillac,4.1,1497,Pauillac (Grand Cru Classé) 2006,Château d'Armailhac,"124,418",['Petit Verdot']
650,650,Italy,Barbaresco,4.1,1408,Barbaresco Asili 1996,Michele Chiarlo,"122,041",['Nebbiolo']
651,651,United States,Los Carneros,4.1,1395,Pinot Noir 2001,Merryvale,"80,513",['Pinot Noir']
652,652,United States,Sonoma County,4.1,1347,Director's Cut Cabernet Sauvignon 2019,Francis Ford Coppola Winery,"80,513",['Cabernet Sauvignon']
653,653,Spain,Ribera del Duero,4.1,1153,Malleolus 2010,Emilio Moro,"116,532",['Tempranillo']
654,654,France,Pessac-Léognan,4.1,1114,Pessac-Léognan (Grand Cru Classé de Graves) 2009,Château Latour-Martillac,"96,574","['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']"
655,655,France,Pézenas,4.1,1056,Solen 2016,Domaine Les Aurelles,"55,716","['Grenache', 'Carignan']"
656,656,France,Pézenas,4.1,1056,Solen 2017,Domaine Les Aurelles,"59,430","['Grenache', 'Carignan']"
657,657,Italy,Toscana,4.1,1040,Simbiosi Toscana 2005,Bindi Sergardi,"108,904","['Cabernet Sauvignon', 'Merlot']"
658,658,Chile,Colchagua Valley,4.1,918,Quinta Generation (5th) 2012,Casa Silva,"62,715","['Shiraz/Syrah', 'Cabernet Sauvignon', 'Petit Verdot', 'Carménère']"
659,659,France,Haut-Médoc,4.1,870,Haut-Médoc 2016,Château Sociando-Mallet,"72,802",['Cabernet Franc']
660,660,United States,Oakville,4.1,863,Cabernet Sauvignon 2005,Croze,"84,751",['Cabernet Sauvignon']
661,661,Chile,Maipo Valley,4.1,853,Founder's Collection Cabernet Sauvignon 2009,Undurraga,"92,378",['Cabernet Sauvignon']
662,662,Chile,Colchagua Valley,4.1,824,Quinta Generation (5th) 2011,Casa Silva,"62,715","['Shiraz/Syrah', 'Cabernet Sauvignon', 'Petit Verdot', 'Carménère']"
663,663,Australia,McLaren Vale,4.1,816,Wade Block 2 Vineyard Shiraz 2003,Brokenwood,"63,563",['Shiraz/Syrah']
664,664,France,Pauillac,4.1,813,Pauillac (Grand Cru Classé) 2008,Château Clerc Milon,"130,004",['Petit Verdot']
665,665,France,Saint-Émilion Grand Cru,4.1,522,Saint-Émilion Grand Cru 2015,Château La Bonnelle,"76,276","['Cabernet Franc', 'Merlot']"
666,666,Italy,Barolo,4.1,509,Barolo Ceretta di Perno 2003,Sordo,"99,582",['Nebbiolo']
667,667,United States,Oregon,4.1,500,Pinot Noir 2000,Citation,"97,887",['Pinot Noir']
668,668,Italy,Colline Pescaresi,4.1,484,Capsico Rosso 2004,Cantina Zaccagnini,"76,276",['Cabernet Sauvignon']
669,669,France,Pomerol,4.1,471,Pomerol 1964,Château Certan-Giraud,"393,726","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
670,670,Spain,Rioja,4.1,470,Rioja Reserva 2002,Marqués de Riscal,"41,528",['Tempranillo']
671,671,New Zealand,Waiheke Island,4.1,469,Reserve Syrah 2020,Passage Rock,"63,252",['Shiraz/Syrah']
672,672,Italy,Chianti Classico,4.1,469,Le Bandite Chianti Classico Riserva 2015,Lornano,"55,935",['Sangiovese']
673,673,New Zealand,Central Otago,4.1,464,Glenlee Pinot Noir 2022,Gibbston Valley,"67,469",['Pinot Noir']
674,674,South Africa,Western Cape,4.1,462,Red Blend 2002,Nico Van Der Merwe,"38,138","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
675,675,New Zealand,Gimblett Gravels,4.1,445,Elspeth Syrah 2018,Mills Reef,"42,372",['Shiraz/Syrah']
676,676,France,Saint-Georges-Saint-Émilion,4.1,441,Saint-Georges-Saint-Émilion 2015,Château Saint-André Corbin,"72,393","['Merlot', 'Cabernet Franc']"
677,677,Italy,Valtellina Superiore,4.1,440,Sommarovina Valtellina Superiore Sassella 2015,Mamete Prevostini,"97,943",['Nebbiolo']
678,678,Italy,Lazio,4.1,436,Mater Matuta Lazio Rosso 2015,Casale del Giglio,"106,460","['Shiraz/Syrah', 'Petit Verdot']"
679,679,France,Pauillac,4.1,433,Pauillac (Grand Cru Classé) 2000,Château Grand-Puy Ducasse,"105,754","['Cabernet Sauvignon', 'Merlot']"
680,680,Italy,Barbaresco,4.1,427,Túfoblu Barbaresco 2011,Col dei Venti,"136,269",['Nebbiolo']
681,681,United States,Napa Valley,4.1,423,Winemakers Series 2021,Paraduxx,"88,243","['Cabernet Sauvignon', 'Zinfandel']"
682,682,United States,Napa Valley,4.1,423,Winemakers Series 2020,Paraduxx,"95,137","['Cabernet Sauvignon', 'Zinfandel']"
683,683,South Africa,Stellenbosch,4.1,398,Cabernet Sauvignon 2013,Alto Estate,"34,067",['Cabernet Sauvignon']
684,684,Hungary,Szekszárd,4.1,393,Grádus Cuvée 2008,Sebestyén,"126,900","['Cabernet Franc', 'Merlot', 'Sagrantino', 'Kékfrankos']"
685,685,Australia,Barossa,4.1,384,Barossa Shiraz 2010,St Hugo,"93,685",['Shiraz/Syrah']
686,686,Italy,Barolo,4.1,380,Barolo Lecinquevigne 2007,Damilano,"102,201",['Nebbiolo']
687,687,Argentina,Vista Flores,4.1,371,Gran Corte 2010,Flechas de los Andes,"21,292","['Shiraz/Syrah', 'Malbec', 'Merlot']"
688,688,Chile,Maipo Valley,4.1,355,Origine 2018,Escudo Rojo,"68,134",['Cabernet Sauvignon']
689,689,Spain,Ribera del Guadiana,4.1,349,Haragán Reserva Especial 2014,Pago Los Balancines,"74,948",['Tinta Roriz']
690,690,France,Pessac-Léognan,4.1,346,Pessac-Léognan (Grand Cru Classé de Graves) 1995,Domaine de Chevalier,"97,050","['Cabernet Franc', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon']"
691,691,Italy,Vino Nobile di Montepulciano,4.1,346,Antica Chiusina Vino Nobile di Montepulciano 2012,Fattoria del Cerro,"106,460","['Prugnolo Gentile', 'Mammolo']"
692,692,France,Saint-Émilion Grand Cru,4.1,344,Saint-Émilion Grand Cru (Grand Cru Classé until 2012) 2009,Château La Tour du Pin Figeac,"89,584","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
693,693,New Zealand,Bannockburn,4.1,337,Single Block Slapjack Block Pinot Noir 2021,Terra Sancta,"50,849",['Pinot Noir']
694,694,United States,Red Hills Lake County,4.1,337,Estate Grown Syrah 2019,Obsidian Ridge,"82,211",['Shiraz/Syrah']
695,695,New Zealand,Bannockburn,4.1,323,The Fusilier Bannockburn Vineyard Pinot Noir 2020,Two Paddocks,"97,468",['Pinot Noir']
696,696,Italy,Colli Orientali del Friuli,4.1,317,Refosco dal Peduncolo Rosso 2000,Dorigo,"87,297",['Refosco dal Peduncolo rosso']
697,697,Italy,Contea di Sclafani,4.1,313,Rosso del Conte 2007,Tenuta Regaleali,"125,623","[""Nero d'Avola""]"
698,698,South Africa,Stellenbosch,4.1,309,Cabernet Sauvignon 2015,Oldenburg Vineyards,"63,876",['Cabernet Sauvignon']
699,699,New Zealand,Waiheke Island,4.1,295,Écluse Reserve 2017,Tantalus,"93,230",['Cabernet Sauvignon']
700,700,New Zealand,Waiheke Island,4.1,295,Écluse Reserve 2019,Tantalus,"93,230",['Cabernet Sauvignon']
701,701,Australia,Riverina,4.1,292,Durif 2016,Three Bridges,"68,134",['Durif']
702,702,New Zealand,Central Otago,4.1,286,'Emma's Block' Mature Vine Pinot Noir 2019,Rippon,"142,392",['Pinot Noir']
703,703,South Africa,Stellenbosch,4.1,282,Shiraz 2013,Alto Estate,"34,067",['Shiraz/Syrah']
704,704,France,Saint-Julien,4.1,276,Saint-Julien (Grand Cru Classé) 2018,Château Langoa Barton,"101,529","['Cabernet Sauvignon', 'Merlot', 'Cabernet Franc']"
705,705,France,Pauillac,4.1,272,Pauillac (Grand Cru Classé) 1985,Château Pontet-Canet,"180,408","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
706,706,Spain,Rioja,4.1,270,Rioja Gran Reserva 2015,Altanza,"29,712",['Tempranillo']
707,707,New Zealand,Central Otago,4.1,269,Muirkirk Vineyard Pinot Noir 2019,Mount Edward,"72,039",['Pinot Noir']
708,708,France,Pauillac,4.1,268,Pauillac (Grand Cru Classé) 1986,Château Pontet-Canet,"143,081","['Cabernet Sauvignon', 'Merlot', 'Cabernet Franc']"
709,709,France,Saint-Julien,4.1,252,Saint-Julien (Grand Cru Classé) 1970,Château Beychevelle,"217,735","['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']"
710,710,New Zealand,Waipara,4.1,246,Iridium 2020,The Boneline,"63,563","['Merlot', 'Cabernet Sauvignon']"
711,711,France,Saint-Guilhem-le-Desert,4.1,244,Haut Vallée du Gassac Rouge 2003,Mas de Daumas Gassac,"80,909","['Malbec', 'Merlot', 'Pinot Noir', 'Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc']"
712,712,New Zealand,Marlborough,4.1,240,Montepulciano 2019,Hans Herzog - Hans Family Estate,"75,430",['Montepulciano']
713,713,Argentina,Vista Flores,4.1,239,Gran Corte 2007,Flechas de los Andes,"44,713","['Shiraz/Syrah', 'Malbec', 'Merlot']"
714,714,France,Pessac-Léognan,4.1,231,Pessac-Léognan 2001,Château Carbonnieux,"106,460","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
715,715,France,Loire Valley,4.1,223,Bellae Domini 2006,La Chaume,"76,651",['Merlot']
716,716,France,Margaux,4.1,223,Margaux (Grand Cru Classé) 1995,Château Cantenac Brown,"155,534","['Cabernet Sauvignon', 'Merlot']"
717,717,France,Pauillac,4.1,208,Pauillac (Grand Cru Classé) 2001,Château Haut-Batailley,"123,493","['Merlot', 'Cabernet Sauvignon']"
718,718,Hungary,Balaton,4.1,203,Sessio 2012,Konyári,"126,900","['Cabernet Sauvignon', 'Merlot']"
719,719,New Zealand,Gibbston,4.1,202,The First Paddock Gibbston Vineyard Pinot Noir 2017,Two Paddocks,"110,182",['Pinot Noir']
720,720,New Zealand,Gibbston,4.1,202,The First Paddock Gibbston Vineyard Pinot Noir 2013,Two Paddocks,"127,134",['Pinot Noir']
721,721,France,Pessac-Léognan,4.1,195,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2002,Château Haut-Brion,"180,408","['Cabernet Sauvignon', 'Cabernet Franc', 'Petit Verdot']"
722,722,New Zealand,Gimblett Gravels,4.1,194,Elspeth Cabernet Sauvignon 2020,Mills Reef,"42,372",['Cabernet Sauvignon']
723,723,United States,Paso Robles,4.1,188,Hilltop Cabernet Sauvignon 2009,J. Lohr Vineyards & Wines,"55,359",['Cabernet Sauvignon']
724,724,France,Saint-Julien,4.1,165,Saint-Julien (Grand Cru Classé) 1992,Château Léoville Barton,"161,745","['Merlot', 'Cabernet Sauvignon']"
725,725,Australia,Coonawarra,4.1,156,Bin 128 Shiraz 2003,Penfolds,"76,276",['Shiraz/Syrah']
726,726,New Zealand,Gimblett Gravels,4.1,147,Gimblett Gravels The Quarry 2020,Craggy Range,"168,685","['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon']"
727,727,France,Saint-Émilion Grand Cru,4.1,144,Château Prieuré La Marzelle Saint-Émilion Grand Cru 2012,Château La Marzelle,"80,513","['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon']"
728,728,France,Saint-Julien,4.1,139,Saint-Julien (Grand Cru Classé) 1970,Château Gruaud Larose,"160,952","['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot']"
729,729,Italy,Valtellina Superiore,4.1,139,Valtellina Superiore Riserva 2015,Mamete Prevostini,"105,938",['Nebbiolo']
730,730,New Zealand,Gimblett Gravels,4.1,137,Reserve Syrah 2019,Stonecroft,"50,600",['Shiraz/Syrah']
731,731,New Zealand,Gimblett Gravels,4.1,137,Reserve Syrah 2018,Stonecroft,"50,600",['Shiraz/Syrah']
732,732,France,Margaux,4.1,136,Margaux 2001,Château Siran,"159,719","['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']"
733,733,New Zealand,Waipara,4.1,135,Pinot Noir 2020,Pegasus Bay,"48,069",['Pinot Noir']
734,734,France,Pauillac,4.1,128,Pauillac (Grand Cru Classé) 1983,Château Duhart-Milon,"278,580","['Cabernet Sauvignon', 'Merlot']"
735,735,New Zealand,Central Otago,4.1,124,First Vines Pinot Noir 2023,Hawkshead,"30,356",['Pinot Noir']
736,736,Italy,Barbera d'Alba,4.1,124,Barbera d'Alba Conca Tre Pile 2008,Aldo Conterno,"86,869",[‘Barbera’]
